1,_,很好,整体,正面
1,_,超值,价格,正面
1,_,很好用,整体,正面
2,_,很好,整体,正面
2,遮暇功能,差一些,功效,负面
2,_,还不错,整体,正面
3,包装,太随便了,包装,正面
3,包装盒,没有,包装,负面
3,_,很不好,整体,负面
4,_,非常的不好,整体,负面
4,_,垃圾,整体,负面
5,活动,很是划算,价格,正面
6,香味,淡淡的,气味,正面
6,_,喜欢,整体,正面
7,_,还不错,整体,正面
8,_,很润,使用体验,正面
8,_,好推开,使用体验,正面
8,_,还可以,整体,正面
9,_,很不错,整体,正面
10,活动,_,价格,正面
10,_,比较划算,价格,正面
10,_,比较好用,整体,正面
11,_,好用,整体,正面
11,_,不油腻,使用体验,正面
11,_,很清爽,使用体验,正面
12,_,水润,使用体验,正面
12,_,很值,价格,正面
13,物流,快,物流,正面
14,_,很好,整体,正面
14,_,不错,整体,正面
15,上妆效果,容易上妆,功效,正面
15,持久情况,_,功效,正面
15,_,还不错,整体,正面
16,快递员,很好,物流,正面
16,_,挺好用,整体,正面
16,_,自然,功效,正面
16,_,真实,使用体验,正面
17,_,一般般,整体,中性
17,_,还可以,整体,正面
17,价格,不算贵,价格,正面
18,_,不错,整体,正面
18,小礼品,_,价格,正面
18,快递小哥,_,物流,正面
19,_,很补水,功效,正面
20,_,非常喜欢,整体,正面
21,_,还不错,整体,正面
21,物流,很快,物流,正面
22,_,赞,整体,正面
23,_,还可以,整体,正面
23,_,比较方便,整体,正面
24,物流,很快,物流,正面
24,_,好,整体,正面
25,_,太好用了,整体,正面
25,味道,很好闻,气味,正面
25,_,大爱,整体,正面
26,优惠券,_,价格,正面
26,_,太合适,整体,正面
27,物流,特别快,物流,正面
27,隔离,特别好,功效,正面
28,_,很好用,整体,正面
28,_,物美价廉,价格,正面
29,_,还好,整体,正面
29,味道,还好,气味,正面
29,_,挺好用的,整体,正面
30,_,水水嫩嫩的,使用体验,正面
30,乳液,_,使用体验,正面
31,物流,好快,物流,正面
31,_,挺好的,整体,正面
32,发货,很快,物流,正面
32,活动,_,价格,正面
32,_,特别合算,价格,正面
32,纸,_,使用体验,负面
32,贴合,很好,使用体验,正面
32,精华,蛮多,成分,正面
33,_,还不错,整体,正面
34,_,非常好,整体,正面
34,_,过硬,使用体验,负面
35,_,挺好的,整体,正面
36,_,很自然,功效,正面
36,_,不油腻,使用体验,正面
36,_,很清爽,使用体验,正面
37,_,不错,整体,正面
37,_,挺好的,整体,正面
37,_,挺满意的,整体,正面
37,服务,非常好,服务,正面
38,_,舒服,使用体验,正面
38,补水效果,不错,功效,正面
38,价格,实惠,价格,正面
39,_,好用,整体,正面
39,性价比,很高,价格,正面
40,_,很温和,使用体验,正面
40,_,不紧崩,使用体验,正面
40,_,很好,整体,正面
41,_,不错,整体,正面
41,_,很好,整体,正面
41,_,物超所值,整体,正面
42,物流,很快,物流,正面
42,_,还可以,整体,正面
43,_,好评,整体,正面
43,速度,快,物流,正面
44,_,还不错,整体,正面
45,_,不错,整体,正面
45,速度,很快,物流,正面
46,_,很好,整体,正面
46,_,还不错,整体,正面
46,_,很喜欢,整体,正面
47,_,差评,整体,负面
47,_,太坑了,整体,负面
48,味道,还好,气味,正面
49,_,还不错,整体,正面
49,_,很好,整体,正面
50,_,不错,整体,正面
50,活动,_,价格,正面
50,_,物美价廉,价格,正面
51,快递,挺快的,物流,正面
51,_,没有过敏,使用体验,正面
52,_,不错,整体,正面
52,价格,便宜,价格,正面
53,精华液量,非常足,成分,正面
53,保湿效果,棒棒哒,功效,正面
54,_,很好用,整体,正面
55,降价,_,价格,负面
55,_,不开心,整体,负面
56,_,好,整体,正面
57,泡沫,少,使用体验,负面
57,清洗,很干净,功效,正面
57,气味,优雅,气味,正面
57,发货,及时,物流,正面
58,_,不错,整体,正面
58,物流,非常快,物流,正面
59,_,挺好的,整体,正面
59,配送速度,很快,物流,正面
59,_,五星好评,整体,正面
60,包装,很好,包装,正面
61,_,好用,整体,正面
62,_,很不错,整体,正面
62,_,不错,整体,正面
63,_,超喜欢,整体,正面
63,_,无比的高大上,整体,正面
64,_,是正品,真伪,正面
65,_,挺不错的,整体,正面
66,_,好用,整体,正面
66,卸妆效果,非常好,功效,正面
67,_,很好,整体,正面
68,价格,_,价格,正面
68,_,挺好用,整体,正面
68,_,很满意,整体,正面
69,_,非常不错,整体,正面
70,_,很好用,整体,正面
70,水分,充足,成分,正面
71,_,是正品,真伪,正面
72,活动,_,价格,正面
72,_,不错,整体,正面
72,瓶子,很漂亮,包装,正面
72,瓶口,没有密封口,包装,负面
73,_,比较补水,功效,正面
73,_,蛮好的,整体,正面
74,_,超值,价格,正面
75,_,非常好用,整体,正面
75,遮瑕效果,特别好,功效,正面
75,_,不会掉粉,使用体验,正面
76,_,很滑,使用体验,正面
76,_,不太适合,整体,负面
77,发货,_,物流,正面
77,送货速度,很快,物流,正面
77,快递小哥,很好,物流,正面
78,_,很好用,整体,正面
79,发货,迅速,物流,正面
79,_,不错,整体,正面
80,_,很好,整体,正面
80,_,很快,物流,正面
81,_,很好用,整体,正面
81,_,很自然,功效,正面
81,_,不油腻,使用体验,正面
81,_,好推开,使用体验,正面
82,_,好极了,整体,正面
82,_,喜欢,整体,正面
82,_,没毛病,整体,正面
82,_,好评,整体,正面
83,_,非常满意,整体,正面
83,_,非常喜欢,整体,正面
84,_,好用,整体,正面
84,_,便宜,价格,正面
84,_,超级满意,整体,正面
85,_,真心不错,整体,正面
85,_,滑滑的,使用体验,正面
85,_,非常舒服,使用体验,正面
85,物流,超快,物流,正面
86,_,好用,整体,正面
86,_,划算,价格,正面
87,_,不错,整体,正面
87,性价比,很高,价格,正面
88,_,没有过敏,使用体验,正面
88,_,挺好的,整体,正面
89,_,挺好的,整体,正面
89,快递员,很敬业,物流,正面
90,_,好用,整体,正面
91,_,喜欢,整体,正面
92,_,五星好评,整体,正面
92,快递,_,物流,正面
92,服务,好评,物流,正面
93,发货速度,快,物流,正面
93,_,还可以,整体,正面
94,_,好用,整体,正面
94,服务态度,_,物流,正面
94,_,好,整体,正面
95,_,还挺好的,整体,正面
95,补水效果,很好,功效,正面
95,快递小哥态度,好,物流,正面
96,快递公司,给力,物流,正面
96,快递小哥,点赞,物流,正面
97,补水效果,非常不错,功效,正面
98,快递,点个赞,物流,正面
98,_,超级快,物流,正面
98,_,杠杠滴,整体,正面
98,_,很不错,整体,正面
98,_,棒棒哒,整体,正面
99,快递速度,快,物流,正面
99,性价比,不错,价格,正面
100,_,很划算,价格,正面
100,价格,没有原来美好,价格,负面
100,_,一直棒棒,整体,正面
100,_,实惠,价格,正面
101,_,很不错,整体,正面
101,_,很滋润,使用体验,正面
101,_,很水润,使用体验,正面
101,价格,很实惠,价格,正面
101,到货速度,很快,物流,正面
101,_,很满意,整体,正面
101,_,赞一个,整体,正面
102,_,有点假白,功效,负面
103,_,超级好用,整体,正面
103,_,便宜,价格,正面
104,_,挺好用的,整体,正面
105,活动,很划算,价格,正面
105,清洁,很彻底,功效,正面
105,泡沫,丰富,使用体验,正面
105,_,好用,整体,正面
106,_,好评,整体,正面
106,快递小哥,_,物流,正面
106,快递,_,物流,正面
107,_,划算,价格,正面
108,_,不错,整体,正面
108,_,满意,整体,正面
109,_,还不错,整体,正面
109,颜色,相近,功效,正面
109,_,喜欢,整体,正面
110,快递,特别快,物流,正面
111,_,还不错,整体,正面
111,_,有些粘腻,使用体验,负面
112,_,还可以,整体,正面
112,味道,_,气味,正面
113,_,物美价廉,价格,正面
114,气味,很好闻,气味,正面
114,盒子,粉粉的,包装,正面
114,_,不错,整体,正面
115,_,好用,整体,正面
115,_,更优惠,价格,正面
116,_,还ok,整体,正面
117,_,挺好用的,整体,正面
117,活动,_,价格,正面
118,送货速度,很快快,物流,正面
118,_,很好,整体,正面
119,_,喜欢,整体,正面
119,_,很划算,价格,正面
120,隔离,_,功效,正面
120,保湿效果,好,功效,正面
120,_,不干,使用体验,负面
121,_,超级喜欢,整体,正面
122,_,挺不错的,整体,正面
123,_,很喜欢,整体,正面
123,清洁,太给力了,功效,正面
123,_,很干净,功效,正面
124,_,不好用,整体,负面
124,_,骗人的,整体,负面
125,_,不错,整体,正面
126,_,可以,整体,正面
126,_,很便宜,价格,正面
127,_,很好,整体,正面
128,_,挺水润的,使用体验,正面
128,_,挺亮白的,功效,正面
128,_,不错,整体,正面
129,_,还可以,整体,正面
130,_,还可以,整体,正面
131,快递,太给力了,物流,正面
132,物流,很快,物流,正面
133,_,挺好的,整体,正面
133,_,便宜,价格,正面
133,_,实惠,价格,正面
133,活动,_,价格,正面
133,_,不错,整体,正面
134,颜色,很正,功效,正面
134,_,好评,整体,正面
135,_,很好,整体,正面
135,_,便宜,价格,正面
135,_,实惠,价格,正面
136,_,很不错,整体,正面
137,物流,很快,物流,正面
138,_,是正品,真伪,正面
138,_,便宜,价格,正面
138,_,很划算,价格,正面
138,_,满分,整体,正面
139,遮黄效果,特别好,功效,正面
140,_,很不错,整体,正面
140,_,均匀,使用体验,正面
140,_,服帖,使用体验,正面
141,_,货真价实,真伪,正面
141,_,好用,整体,正面
142,速度,好快,物流,正面
143,精华素,满满,成分,正面
143,保湿,_,功效,正面
143,提亮效果,不错,功效,正面
144,物流,好快,物流,正面
144,_,还不错,整体,正面
144,_,很水润,使用体验,正面
145,_,好用,整体,正面
145,_,美白,功效,正面
145,_,遮暇,功效,正面
145,_,大的,尺寸,正面
145,_,赞,整体,正面
146,_,太合,整体,负面
146,_,很好用,整体,正面
146,_,喜欢,整体,正面
146,_,好评,整体,正面
147,_,很好,整体,正面
148,_,一般,整体,中性
148,_,很干,使用体验,负面
149,_,不错,整体,正面
150,_,清爽,使用体验,正面
150,_,光滑,使用体验,正面
150,_,不错,整体,正面
150,色泽,唯美,功效,正面
150,气味,甜美,气味,正面
151,_,香香的,气味,正面
152,_,很好用,整体,正面
152,_,不油腻,使用体验,正面
153,_,不紧绷,使用体验,正面
154,_,挺好用的,整体,正面
155,_,还可以,整体,正面
156,快递,很给力,物流,正面
157,客服回复,太慢了,服务,负面
158,包装,简陋,包装,负面
158,说明书,没有,包装,负面
158,_,正品,真伪,正面
159,味道,清新,气味,正面
159,_,挺自然的,功效,正面
160,_,挺喜欢的,整体,正面
160,_,很好用,整体,正面
161,_,很好,整体,正面
161,_,很补水,功效,正面
162,遮瑕效果,_,功效,正面
162,_,有点干,使用体验,负面
162,_,哑光质感,使用体验,正面
162,_,蛮好,整体,正面
163,包装,很好,包装,正面
163,_,没有破损,包装,正面
163,快递人员服务态度,_,物流,正面
163,_,满意,整体,正面
164,_,很好吸收,使用体验,正面
164,遮瑕,不适合,功效,负面
164,隔离效果,_,功效,正面
164,_,挺好的,整体,正面
164,保湿度,_,功效,正面
164,_,一般般,整体,中性
165,_,很好用,整体,正面
166,_,太赞了,整体,正面
167,_,不错,整体,正面
168,送货,超级快,物流,正面
168,_,是正品,真伪,正面
169,_,喜欢,整体,正面
169,_,很润,使用体验,正面
169,_,很好吸收,使用体验,正面
170,包装,很好,包装,正面
170,_,还可,整体,正面
171,_,不错,整体,正面
172,_,很棒,整体,正面
173,_,好,整体,正面
173,_,不干燥,使用体验,正面
173,_,五星好评,整体,正面
174,_,卸不干净,功效,负面
174,_,有点痒,使用体验,负面
175,防晒效果,_,功效,正面
176,_,蛮好用的,整体,正面
177,_,比较清爽,使用体验,正面
177,_,喜欢,整体,正面
178,颜色,好看,功效,正面
178,服务态度,很好,物流,正面
178,物流,快速,物流,正面
179,_,很棒,整体,正面
180,_,不错,整体,正面
181,_,很好用,整体,正面
181,隔离效果,不错,功效,正面
182,_,蛮不错的,整体,正面
182,活动,_,价格,正面
183,_,很不错,整体,正面
183,_,清澈,使用体验,正面
184,_,很自然,功效,正面
184,_,很贴,使用体验,正面
184,_,有光泽,使用体验,正面
184,_,很好,整体,正面
185,新包装样式,很喜欢,包装,正面
186,_,很划算,价格,正面
186,物流,很给力,物流,正面
187,_,非常不错,整体,正面
187,保湿,真的好,功效,正面
188,服务态度,很好,物流,正面
188,_,很不错,整体,正面
188,物流,很快,物流,正面
189,_,喜欢喜欢,整体,正面
189,_,特别补水,功效,正面
189,_,很耐斯,整体,正面
190,_,不错,整体,正面
190,物流,超级给力,物流,正面
191,_,不错,整体,正面
192,新包装,特别喜欢,包装,正面
192,_,很方便,整体,正面
192,_,不紧绷,使用体验,正面
192,_,很保湿,功效,正面
193,_,不油腻,使用体验,正面
193,卸妆,很干净,功效,正面
193,活动,_,价格,正面
193,_,很划算,价格,正面
194,_,好用,整体,正面
195,_,很好用,整体,正面
195,_,很补水,功效,正面
195,_,不错,整体,正面
196,_,不错,整体,正面
197,_,还可以,整体,正面
197,_,好评,整体,正面
198,_,好用,整体,正面
198,_,实惠,价格,正面
199,_,过敏了,使用体验,负面
200,_,很好,整体,正面
200,_,白皙,功效,正面
200,_,水嫩,使用体验,正面
200,_,没有干粉,使用体验,负面
200,_,好评,整体,正面
201,_,一点也不紧绷,使用体验,正面
201,_,超值了,价格,正面
202,_,很好用,整体,正面
202,_,清爽,使用体验,正面
202,_,不刺激,使用体验,正面
203,_,非常好用,整体,正面
203,_,特别补水,功效,正面
203,_,很不错,整体,正面
204,包装,很高大尚,包装,正面
204,_,很喜欢,整体,正面
205,卸妆效果,很好,功效,正面
205,_,很干净,功效,正面
205,_,不刺激,使用体验,正面
205,_,挺舒服的,整体,正面
205,_,滑滑的,使用体验,正面
205,_,很划算,价格,正面
206,_,好用,整体,正面
207,_,很好用,整体,正面
207,_,喜欢,整体,正面
208,成分,很安全,成分,正面
208,_,不错,整体,正面
209,保温效果,挺好的,功效,正面
209,_,没有出现过敏,使用体验,正面
210,赠品,_,价格,正面
210,_,不差,整体,正面
211,_,不错,整体,正面
212,活动,很划算,价格,正面
212,_,很好用,整体,正面
213,_,物美价廉,价格,正面
213,味道,不错,气味,正面
214,物流,快,物流,正面
214,精华液,很多,成分,正面
214,_,嫩嫩的,使用体验,正面
214,_,不错,整体,正面
215,_,有点白,功效,负面
216,_,超好用,整体,正面
216,香味,淡淡的,气味,正面
217,包装,太简陋了,包装,负面
217,_,没,整体,负面
218,_,不喜欢,整体,负面
219,_,太,整体,负面
220,_,假了,真伪,负面
220,_,是假货,真伪,负面
220,_,太失望,整体,负面
221,_,量大,其他,正面
221,_,便宜,价格,正面
221,_,赞,整体,正面
222,_,不错,整体,正面
222,_,很水嫩,使用体验,正面
223,_,不错,整体,正面
223,_,很好,整体,正面
223,速度,很快,物流,正面
224,_,好用,整体,正面
224,赠品,_,价格,正面
224,_,不错,整体,正面
225,_,挺好的,整体,正面
225,_,水水嫩嫩的,使用体验,正面
226,_,好快,物流,正面
227,_,很实惠,价格,正面
227,精华液,特别多,成分,正面
227,_,一般,整体,中性
227,_,不是很好吸收,使用体验,负面
228,_,很小,尺寸,正面
228,赠品,没有,价格,负面
228,_,有点失望,整体,负面
228,_,还可以,整体,正面
229,物流,快,物流,正面
230,包装,挺不错的,包装,正面
231,活动,_,价格,正面
232,_,好评,整体,正面
233,_,还可以,整体,正面
233,_,挺补水的,功效,正面
234,价格,便宜很多,价格,正面
235,保质期,_,新鲜度,负面
235,客服态度,敷衍了事,服务,负面
236,_,满意,整体,正面
237,_,不油腻,使用体验,正面
238,_,好用,整体,正面
238,_,不贵,价格,负面
238,_,挺补水的,功效,正面
239,_,很温和,使用体验,正面
239,_,好用,整体,正面
239,礼盒包装,没有,包装,负面
240,_,非常好,整体,正面
240,_,很满意,整体,正面
240,_,好评,整体,正面
241,保湿效果,不错,功效,正面
242,_,挺好,整体,正面
243,_,不错,整体,正面
244,价格,很优惠,价格,正面
244,_,特别好,整体,正面
245,_,好用,整体,正面
245,_,滋润,使用体验,正面
245,_,喜欢,整体,正面
246,_,很好用,整体,正面
247,_,比较适合,整体,正面
247,_,很喜欢,整体,正面
248,价格,合算,价格,正面
248,送货速度,很快,物流,正面
249,_,挺好的,整体,正面
249,_,很喜欢,整体,正面
250,_,不错,整体,正面
251,_,很好,整体,正面
251,_,不刺,使用体验,正面
251,_,很实惠,价格,正面
251,_,满意,整体,正面
252,物流,给力,物流,正面
253,水分,不是很足,成分,负面
254,_,还可以,整体,正面
254,_,不错,整体,正面
255,_,很好闻,气味,正面
256,_,不错,整体,正面
256,服务态度,很好,物流,正面
257,_,好用,整体,正面
257,_,温和的,使用体验,正面
257,_,不紧绷,使用体验,正面
257,_,喜欢,整体,正面
258,包装,好差,包装,负面
259,_,挺好了,整体,正面
259,_,很光滑,使用体验,正面
259,补水效果,很不错,功效,正面
260,包装,坏了,包装,负面
261,_,挺好用,整体,正面
261,_,很滋润,使用体验,正面
261,_,很自然,功效,正面
262,_,不好用,整体,负面
262,_,不显白,功效,负面
263,速度,的,物流,正面
263,_,快,物流,正面
263,_,方便,整体,正面
264,_,很好用,整体,正面
264,_,还不错,整体,正面
264,_,挺适合,整体,正面
265,_,是真东西,真伪,正面
266,气味,淡淡的,气味,正面
266,_,很滋润,使用体验,正面
267,粉扑设计,非常棒,包装,正面
267,盒子颜值,很高,包装,正面
268,物流速度,_,物流,正面
268,快递,真的快,物流,正面
269,_,香香的,气味,正面
269,_,很润,使用体验,正面
269,_,挺好,整体,正面
270,_,不是很好用,整体,负面
270,_,不是很干净,功效,负面
270,_,不干,使用体验,负面
271,_,好用,整体,正面
271,_,肤色,功效,正面
271,_,好好,整体,正面
271,_,快,物流,正面
271,服务,好,物流,正面
272,价格,便宜,价格,正面
272,_,正品,真伪,正面
273,_,还可以,整体,正面
274,_,很好,整体,正面
275,_,提好,整体,正面
276,_,挺好,整体,正面
276,泡沫,丰富,使用体验,正面
276,_,很干净,功效,正面
277,洁面,挺好的,功效,正面
278,_,还不错,整体,正面
279,_,很多泡泡,使用体验,正面
279,_,好用,整体,正面
280,_,很好,整体,正面
281,_,很不错,整体,正面
281,_,很好用,整体,正面
281,_,很适合,整体,正面
282,_,非常好用,整体,正面
282,遮瑕效果,很好,功效,正面
282,_,大爱,整体,正面
283,_,很好用,整体,正面
284,_,很好用,整体,正面
284,_,温和,使用体验,正面
284,_,不刺激,使用体验,正面
284,清洁力,不错,功效,正面
284,_,好评,整体,正面
285,_,很好用,整体,正面
285,卸妆效果,很好,功效,正面
285,_,不紧绷,使用体验,正面
286,_,挺好闻的,气味,正面
286,_,不假白,功效,正面
286,_,亮肤,功效,正面
286,_,滋润,使用体验,正面
287,_,很好用,整体,正面
287,_,很喜欢,整体,正面
287,_,挺好的,整体,正面
287,_,很贴皮肤,使用体验,正面
288,价格,便宜,价格,正面
288,活动,给力,价格,正面
288,_,不错,整体,正面
289,_,好用,整体,正面
289,_,不浮粉,使用体验,正面
289,_,不错,整体,正面
290,_,很薄,使用体验,正面
290,_,挺补水的,功效,正面
290,_,贵,价格,正面
290,活动,_,价格,正面
291,_,自然,功效,正面
291,_,服帖,使用体验,正面
292,_,不错,整体,正面
292,味道,很好闻,气味,正面
293,_,蛮好用的,整体,正面
293,_,轻薄,使用体验,正面
293,_,不油腻,使用体验,正面
293,_,蛮自然的,功效,正面
294,_,不错,整体,正面
294,_,特别便宜,价格,正面
294,_,很湿润,使用体验,正面
295,赠的东西,挺多的,价格,正面
296,_,还可以,整体,正面
296,遮瑕效果,挺好,功效,正面
296,_,不保湿,功效,负面
296,_,好干,使用体验,正面
297,_,没以前好用,整体,负面
298,_,良好,整体,正面
298,_,无异常,整体,正面
298,_,喜欢,整体,正面
299,_,好用,整体,正面
300,包装,太随便了,包装,正面
300,_,一点不值,价格,负面
301,_,物美价廉,价格,正面
302,_,非常好用,整体,正面
303,_,油而不腻,使用体验,正面
304,_,还不错,整体,正面
304,_,轻薄,使用体验,正面
304,_,不油腻,使用体验,正面
305,_,很好用,整体,正面
306,_,挺好的,整体,正面
306,_,很均匀,使用体验,正面
307,_,挺好的,整体,正面
308,_,挺好用的,整体,正面
308,_,不卡粉,使用体验,正面
308,_,很自然,功效,正面
308,_,喜欢,整体,正面
309,礼品,超级喜欢,价格,正面
310,_,挺好用,整体,正面
311,_,喜欢,整体,正面
312,_,非常好用,整体,正面
313,快递,好快,物流,正面
314,包装,很满意,包装,正面
315,_,很滑嫩,使用体验,正面
315,_,不刺激,使用体验,正面
316,_,有点油,使用体验,负面
317,_,很好用,整体,正面
318,_,很喜欢,整体,正面
319,_,还不错,整体,正面
319,_,挺喜欢的,整体,正面
320,_,很好闻,气味,正面
320,_,应该不错,整体,正面
320,赠品,很好,价格,正面
320,_,很实在,整体,正面
321,_,挺好,整体,正面
